,match_id,batting_team,bowling_team,runs_x,current_score,wickets_left,crr,city,runs_y,balls_left,last_five
54616,1737,West Indies,England,0,13,8,7.8,Gros Islet,145,110,37.0
4792,55,New Zealand,West Indies,4,4,10,24.0,Mount Maunganui,243,119,35.0
32315,607,England,India,0,0,10,0.0,Nottingham,215,118,39.0
46578,1225,England,West Indies,1,258,7,13.12,Tarouba,267,2,44.0
16263,216,New Zealand,England,1,48,8,6.86,Christchurch,153,78,43.0
80627,2427,India,India,4,15,10,8.18,Colombo,140,109,43.0
67358,2296,India,West Indies,4,86,6,5.93,London,153,33,46.0
70114,2321,Pakistan,Pakistan,0,7,9,4.67,Colombo,172,111,46.0
63057,2253,Bangladesh,Pakistan,0,123,3,7.85,Cape Town,140,26,45.0
32320,607,England,India,4,6,10,5.14,Nottingham,215,113,44.0
4566,52,Sri Lanka,India,1,105,6,8.08,Colombo,170,42,41.0
98208,2626,New Zealand,Pakistan,1,172,6,9.74,Wellington,196,14,41.0
7467,82,Bangladesh,Sri Lanka,1,72,9,11.68,Dhaka,193,83,40.0
18383,276,Australia,England,1,140,4,7.3,Southampton,157,5,41.0
89689,2526,Sri Lanka,Sri Lanka,0,78,7,8.07,London,183,62,41.0
16787,221,New Zealand,India,1,6,10,9.0,Auckland,203,116,40.0
73962,2356,Pakistan,Pakistan,4,48,9,7.78,Birmingham,162,83,34.0
91743,2553,India,India,1,148,6,8.15,Mirpur,159,11,32.0
81750,2436,Sri Lanka,Pakistan,1,20,10,5.0,Colombo,139,96,32.0
91568,2552,Pakistan,Pakistan,0,79,7,7.29,Mirpur,190,55,31.0
37359,811,Australia,Sri Lanka,6,49,9,8.17,Kandy,176,84,32.0
49435,1344,New Zealand,Australia,1,83,9,9.58,Wellington,215,68,31.0
93109,2567,South Africa,West Indies,6,158,6,8.32,Cape Town,165,6,31.0
78532,2404,Pakistan,Pakistan,0,44,7,5.5,Harare,141,72,31.0
100949,2663,Sri Lanka,Sri Lanka,2,88,4,6.36,Delhi,120,37,32.0
28812,517,Sri Lanka,South Africa,0,103,1,6.0,Colombo,103,17,32.0
36578,762,Sri Lanka,England,0,127,5,7.06,Sydney,141,12,32.0
9577,115,South Africa,Pakistan,1,69,9,8.45,Cape Town,192,71,29.0
8476,90,Bangladesh,India,4,39,7,6.88,Colombo,166,86,29.0
18389,276,Australia,England,2,155,4,7.69,Southampton,157,0,32.0
16339,216,New Zealand,England,1,150,5,7.63,Christchurch,153,2,30.0
36313,759,India,Bangladesh,0,130,6,8.57,Adelaide,184,29,30.0
63073,2253,Bangladesh,Pakistan,0,137,2,7.54,Cape Town,140,11,30.0
81930,2437,West Indies,West Indies,6,99,8,7.82,Colombo,205,44,26.0
51940,1550,India,Australia,1,133,7,10.78,Gros Islet,205,46,27.0
52903,1644,New Zealand,Pakistan,0,76,9,9.31,Lahore,178,71,25.0
36663,764,Bangladesh,Pakistan,1,78,7,6.5,Adelaide,127,48,26.0
78300,2402,India,England,0,66,6,6.0,Kolkata,120,54,24.0
51514,1545,South Africa,England,1,51,10,9.87,Gros Islet,163,89,22.0
95315,2587,New Zealand,New Zealand,1,94,8,8.68,Centurion,177,55,23.0
84960,2474,England,England,4,34,9,7.56,Auckland,214,93,22.0
10891,126,Bangladesh,West Indies,4,74,7,6.83,Lauderhill,171,55,22.0
63833,2260,New Zealand,New Zealand,0,14,8,3.36,Manchester,123,95,22.0
48692,1338,Bangladesh,New Zealand,1,66,6,6.29,Mount Maunganui,110,57,24.0
22207,420,South Africa,England,1,64,8,6.98,Cape Town,191,65,24.0
84932,2473,Pakistan,Pakistan,1,195,3,9.75,Centurion,195,0,24.0
61431,2240,India,Pakistan,0,99,5,6.39,Durban,141,27,24.0
76374,2384,New Zealand,Pakistan,0,184,4,9.36,Hamilton,185,2,22.0
62051,2245,South Africa,England,1,94,5,6.27,Cape Town,154,30,22.0
73397,2351,Australia,England,1,66,6,5.28,Barbados,147,45,19.0
8181,87,Sri Lanka,India,1,136,4,8.0,Colombo,152,18,24.0
54688,1737,West Indies,England,1,98,5,7.26,Gros Islet,145,39,25.0
25189,447,West Indies,England,0,111,8,9.0,Bridgetown,224,46,24.0
54578,1736,West Indies,England,0,106,4,6.69,Bridgetown,158,25,21.0
99242,2649,England,West Indies,0,114,8,8.05,Mumbai,182,35,22.0
7978,86,Sri Lanka,Bangladesh,4,62,9,12.0,Colombo,214,89,21.0
65127,2273,South Africa,Bangladesh,1,83,7,9.05,Johannesburg,118,65,22.0
38817,867,India,West Indies,4,114,7,9.37,Lauderhill,191,47,21.0
89941,2528,New Zealand,New Zealand,1,65,6,6.0,Pallekele,142,55,21.0
7755,84,India,Sri Lanka,1,84,8,8.0,Colombo,174,57,22.0
81230,2431,Pakistan,Pakistan,0,122,2,6.37,Colombo,128,5,23.0
64166,2262,New Zealand,New Zealand,1,114,3,6.28,Johannesburg,129,11,24.0
101758,2684,India,Bangladesh,1,35,8,5.25,Dhaka,166,80,25.0
49684,1346,Australia,New Zealand,0,89,8,11.12,Auckland,118,72,25.0
93312,2569,Pakistan,Pakistan,0,47,4,4.41,Dubai,96,56,25.0
2845,27,England,Australia,1,97,6,5.94,Melbourne,137,22,25.0
27156,476,West Indies,Pakistan,4,24,8,8.47,Bridgetown,85,103,23.0
9626,115,South Africa,Pakistan,0,158,7,9.77,Cape Town,192,23,22.0
32650,609,South Africa,England,1,127,8,10.16,Cardiff,207,45,21.0
87826,2504,England,England,0,117,6,7.31,Barbados,152,24,21.0
20800,405,Pakistan,New Zealand,1,65,6,6.5,Hamilton,163,60,21.0
98493,2629,Pakistan,Pakistan,0,21,10,6.3,Harare,136,100,21.0
11908,134,New Zealand,India,2,146,8,10.19,Hamilton,212,34,22.0
636,10,New Zealand,Bangladesh,1,9,9,7.71,Mount Maunganui,195,113,22.0
65030,2272,Australia,Australia,2,82,7,6.15,Manchester,145,40,16.0
60445,2228,Sri Lanka,Sri Lanka,0,101,2,6.18,Auckland,115,22,16.0
24908,445,England,West Indies,1,31,5,4.23,Bridgetown,103,76,17.0
40327,984,Bangladesh,Pakistan,1,104,8,8.1,Christchurch,173,43,19.0
41551,1000,Pakistan,England,0,85,7,7.5,Lahore,169,52,18.0
59427,2220,South Africa,New Zealand,1,100,7,8.11,Johannesburg,133,46,19.0
52917,1644,New Zealand,Pakistan,0,94,8,9.1,Lahore,178,58,20.0
72953,2348,West Indies,Australia,4,17,9,11.33,St Lucia,105,111,24.0
53573,1728,Pakistan,South Africa,0,84,9,9.0,Centurion,206,64,23.0
83495,2460,India,India,4,37,9,8.22,Pallekele,155,93,24.0
49203,1342,Pakistan,New Zealand,0,80,8,6.76,Christchurch,158,49,24.0
976,12,South Africa,South Africa,1,148,6,8.97,Auckland,185,21,24.0
30731,568,Australia,England,0,1,10,3.0,Dubai,125,118,22.0
82410,2442,England,South Africa,1,21,9,12.6,Birmingham,118,110,22.0
45255,1143,India,New Zealand,1,81,9,10.34,Ahmedabad,234,73,21.0
94402,2579,South Africa,South Africa,0,14,8,7.0,Melbourne,101,108,21.0
81705,2435,India,South Africa,1,117,5,7.09,Colombo,152,21,20.0
81123,2431,Pakistan,Pakistan,1,22,9,12.0,Colombo,128,109,20.0
87802,2504,England,England,1,82,7,6.83,Barbados,152,48,19.0
67015,2294,England,South Africa,1,3,10,6.0,Nottingham,111,117,26.0
55422,1803,India,Bangladesh,1,53,7,7.23,Delhi,221,76,28.0
91466,2551,South Africa,South Africa,0,120,7,8.09,Chittagong,196,31,29.0
57644,1914,India,South Africa,2,82,9,9.65,Durban,202,69,30.0
3717,42,West Indies,Pakistan,0,67,4,4.42,Barbados,111,29,78.0
77398,2393,Sri Lanka,Australia,0,36,9,9.0,Pallekele,198,96,78.0
95234,2586,New Zealand,New Zealand,0,139,4,7.87,Durban,151,14,73.0
18790,280,Pakistan,England,1,71,8,8.35,Manchester,190,69,76.0
93739,2573,South Africa,West Indies,0,132,9,8.43,Durban,195,26,76.0
69014,2312,India,India,6,35,9,8.4,Wellington,149,95,73.0
96259,2611,New Zealand,New Zealand,0,25,10,10.71,Harare,198,106,68.0
53485,1727,South Africa,Pakistan,2,141,3,9.1,Durban,183,27,63.0
40050,982,Pakistan,New Zealand,1,62,8,7.02,Christchurch,130,67,62.0
10679,124,Australia,India,1,128,5,7.6,Sydney,164,19,62.0
57997,1917,India,South Africa,1,17,10,7.85,Johannesburg,283,107,67.0
89324,2523,New Zealand,West Indies,0,70,7,7.0,Auckland,189,60,67.0
91502,2551,South Africa,South Africa,0,196,5,9.8,Chittagong,196,0,61.0
43994,1073,Pakistan,New Zealand,0,30,8,6.67,Lahore,182,93,60.0
12098,136,Pakistan,Australia,3,32,10,8.0,Abu Dhabi,155,96,59.0
77888,2399,South Africa,South Africa,0,24,9,6.86,Wellington,147,99,56.0
10483,123,Australia,India,1,35,8,6.77,Melbourne,132,89,52.0
70959,2329,Pakistan,Pakistan,4,7,10,10.5,St Lucia,172,116,43.0
69033,2312,India,India,1,57,7,7.77,Wellington,149,76,40.0
73058,2348,West Indies,Australia,1,99,1,5.4,St Lucia,105,10,40.0
10256,120,South Africa,Sri Lanka,6,154,8,9.24,Johannesburg,198,20,44.0
61834,2244,Bangladesh,Bangladesh,1,2,10,1.71,Cape Town,123,113,45.0
49439,1344,New Zealand,Australia,6,92,9,9.86,Wellington,215,64,38.0
82348,2441,South Africa,South Africa,1,10,9,12.0,Manchester,77,115,38.0
87886,2505,England,England,0,60,10,10.29,Barbados,165,85,43.0
69004,2312,India,India,4,20,10,8.0,Wellington,149,105,40.0
54215,1733,West Indies,South Africa,1,95,7,8.38,Tarouba,179,52,39.0
89931,2528,New Zealand,New Zealand,0,55,7,6.0,Pallekele,142,65,39.0
56546,1828,India,Sri Lanka,1,36,6,5.02,Kandy,137,77,35.0
57082,1832,Pakistan,New Zealand,1,60,5,4.93,Christchurch,91,47,34.0
39977,981,Bangladesh,New Zealand,1,107,4,6.17,Christchurch,137,16,34.0
87899,2505,England,England,1,78,10,9.75,Barbados,165,72,34.0
86589,2487,India,Pakistan,6,157,7,8.97,Ahmedabad,192,15,34.0
93036,2567,South Africa,West Indies,1,40,8,5.58,Cape Town,165,77,38.0
36964,768,Pakistan,England,1,9,10,7.71,Melbourne,137,113,39.0
1081,13,South Africa,South Africa,0,80,7,5.78,Southampton,142,37,40.0
8381,89,Sri Lanka,Bangladesh,0,53,5,5.21,Colombo,159,59,41.0
79381,2412,England,Pakistan,1,50,8,6.67,Abu Dhabi,129,75,41.0
22389,421,Pakistan,England,0,217,7,11.62,Nottingham,232,8,40.0
17321,225,India,India,1,54,9,8.1,Mount Maunganui,163,80,41.0
74314,2359,Pakistan,Pakistan,0,32,10,6.86,Dubai,161,92,42.0
92251,2558,Sri Lanka,West Indies,4,160,5,7.93,Mirpur,160,0,41.0
17005,222,New Zealand,India,1,109,6,6.81,Auckland,132,24,41.0
39913,981,Bangladesh,New Zealand,0,53,9,7.4,Christchurch,137,77,41.0
54634,1737,West Indies,England,0,33,6,7.07,Gros Islet,145,92,37.0
25550,463,India,Sri Lanka,1,75,8,7.89,Colombo,164,63,36.0
63969,2261,Australia,Australia,0,59,9,9.08,Mumbai,166,81,42.0
49417,1344,New Zealand,Australia,1,68,9,10.74,Wellington,215,82,37.0
23583,431,India,England,6,139,9,11.42,Ahmedabad,224,47,36.0
92406,2560,India,Sri Lanka,0,23,9,4.6,Mirpur,130,90,37.0
33091,613,Bangladesh,Pakistan,1,15,9,4.74,Dhaka,124,101,38.0
46660,1226,England,West Indies,1,103,6,7.82,Tarouba,132,41,44.0
19753,367,West Indies,West Indies,4,29,10,8.7,Kandy,196,100,44.0
18212,275,England,Australia,0,85,7,7.85,Southampton,162,55,48.0
21501,411,Australia,New Zealand,0,25,9,6.0,Wellington,142,95,42.0
90599,2542,West Indies,West Indies,0,83,6,5.19,Mirpur,129,24,37.0
9677,116,South Africa,Pakistan,6,32,10,7.38,Johannesburg,188,94,37.0
53128,1691,Australia,Pakistan,0,36,8,12.0,Brisbane,93,102,38.0
75908,2379,Pakistan,South Africa,0,29,8,6.44,Abu Dhabi,120,93,43.0
37996,860,Australia,West Indies,1,100,7,8.11,Brisbane,178,46,48.0
17836,246,Sri Lanka,New Zealand,0,68,8,7.42,Kandy,174,65,46.0
85280,2476,New Zealand,England,4,113,5,6.58,Wellington,139,17,47.0
76008,2382,India,India,0,1,10,2.0,Durban,168,117,48.0
77742,2395,Australia,India,6,168,7,8.62,Sydney,171,3,53.0
77892,2399,South Africa,South Africa,0,34,9,8.16,Wellington,147,95,52.0
2886,28,New Zealand,England,0,26,10,9.75,Wellington,196,104,54.0
95039,2585,South Africa,South Africa,4,45,10,8.18,Mirpur,169,87,54.0
53095,1645,Pakistan,New Zealand,6,155,7,8.69,Lahore,178,13,52.0
35277,715,Pakistan,Australia,0,72,8,7.85,Lahore,162,65,51.0
60489,2229,South Africa,India,4,30,9,6.21,Johannesburg,126,91,28.0
94243,2577,New Zealand,Pakistan,0,116,6,7.03,Dubai,144,21,31.0
70678,2325,West Indies,West Indies,1,81,4,6.15,Sydney,138,41,30.0
68104,2302,Pakistan,Pakistan,0,133,6,7.9,London,159,19,29.0
56183,1809,India,England,4,140,8,14.74,Mumbai,247,63,35.0
75465,2373,Australia,England,0,72,7,7.58,Melbourne,147,63,32.0
90025,2538,Pakistan,Pakistan,0,19,9,3.93,Mirpur,130,91,31.0
14049,173,Sri Lanka,Sri Lanka,0,36,8,6.35,Melbourne,142,86,34.0
30160,562,New Zealand,Pakistan,1,55,8,6.35,Sharjah,134,68,33.0
90099,2538,Pakistan,Pakistan,0,102,6,6.06,Mirpur,130,19,34.0
93244,2568,South Africa,West Indies,0,231,3,11.55,Johannesburg,231,0,33.0
10065,119,South Africa,Sri Lanka,1,38,9,6.51,Centurion,180,85,34.0
85939,2482,West Indies,West Indies,0,41,9,7.69,Brisbane,191,88,33.0
97508,2621,England,Pakistan,4,31,10,7.15,Manchester,135,94,32.0
14844,199,South Africa,England,0,218,4,10.99,Centurion,222,1,32.0
50816,1523,Australia,England,4,136,8,10.2,Bridgetown,201,40,30.0
2034,21,West Indies,West Indies,1,53,8,8.83,Lauderhill,143,84,33.0
91312,2549,Bangladesh,India,1,56,7,5.6,Mirpur,138,60,30.0
93166,2568,South Africa,West Indies,1,87,8,10.88,Johannesburg,231,72,31.0
10377,122,Australia,India,1,37,9,6.34,Brisbane,158,85,33.0
82449,2442,England,South Africa,0,62,8,7.91,Birmingham,118,73,37.0
11398,130,Bangladesh,West Indies,4,128,6,9.6,Dhaka,211,40,38.0
51928,1550,India,Australia,1,117,8,11.32,Gros Islet,205,58,38.0
764,11,New Zealand,Bangladesh,1,12,10,6.55,Mount Maunganui,194,109,38.0
19594,365,Bangladesh,Bangladesh,0,119,6,6.67,Lahore,141,13,39.0
29522,523,New Zealand,Bangladesh,1,159,5,8.02,Dhaka,161,1,35.0
28532,508,Bangladesh,Australia,0,74,7,6.25,Dhaka,122,49,37.0
94469,2579,South Africa,South Africa,0,63,6,4.78,Melbourne,101,41,37.0
28801,517,Sri Lanka,South Africa,1,100,4,6.52,Colombo,103,28,39.0
94485,2579,South Africa,South Africa,0,77,6,4.86,Melbourne,101,25,37.0
73185,2349,Sri Lanka,Sri Lanka,1,121,5,6.31,St Lucia,128,5,37.0
25113,447,West Indies,England,0,0,10,0.0,Bridgetown,224,119,33.0
26797,473,Australia,West Indies,1,55,9,7.33,Gros Islet,141,75,34.0
18692,279,Pakistan,England,1,113,8,8.69,Manchester,195,42,40.0
92706,2562,Pakistan,Pakistan,1,109,8,7.79,Cape Town,176,36,42.0
91333,2549,Bangladesh,India,0,83,5,6.15,Mirpur,138,39,43.0
17804,246,Sri Lanka,New Zealand,2,40,10,9.23,Kandy,174,94,43.0
36723,766,New Zealand,Pakistan,0,10,9,5.45,Sydney,152,109,44.0
76088,2382,India,India,1,112,6,8.2,Durban,168,38,40.0
75171,2371,Australia,Sri Lanka,0,5,10,2.5,Perth,133,108,39.0
60487,2229,South Africa,India,0,24,9,5.33,Johannesburg,126,93,40.0
63480,2257,India,Pakistan,1,33,9,7.92,Johannesburg,157,95,43.0
31465,578,West Indies,Australia,0,39,7,8.67,Abu Dhabi,157,93,43.0
78607,2404,Pakistan,Pakistan,1,141,3,7.05,Harare,141,0,44.0
21329,409,Australia,New Zealand,0,153,7,9.56,Wellington,208,24,43.0
2190,22,West Indies,West Indies,0,48,3,4.3,Dubai,115,53,44.0
34,2,Australia,Sri Lanka,1,46,10,7.89,Melbourne,168,85,45.0
41230,997,England,Pakistan,4,196,7,10.79,Karachi,221,11,43.0
92134,2558,Sri Lanka,West Indies,0,5,10,7.5,Mirpur,160,116,39.0
40348,984,Bangladesh,Pakistan,1,139,7,8.6,Christchurch,173,23,39.0
52859,1644,New Zealand,Pakistan,0,14,10,12.0,Lahore,178,113,38.0
54552,1736,West Indies,England,0,70,6,6.09,Bridgetown,158,51,39.0
66733,2290,South Africa,South Africa,1,85,5,5.73,London,128,31,40.0
32194,606,India,England,0,10,10,6.67,Birmingham,170,111,40.0
33552,616,India,New Zealand,4,154,4,8.72,Kolkata,184,14,31.0
16760,220,New Zealand,England,1,96,8,13.4,Auckland,146,77,30.0
12749,141,Pakistan,New Zealand,1,67,9,6.7,Dubai,166,60,30.0
94140,2577,New Zealand,Pakistan,0,0,10,0.0,Dubai,144,119,30.0
7940,85,Bangladesh,India,1,135,2,6.98,Colombo,139,4,29.0
27068,475,West Indies,Australia,0,117,8,12.1,Gros Islet,199,62,30.0
99381,2650,Pakistan,Pakistan,1,168,7,9.88,Kolkata,201,18,30.0
73941,2356,Pakistan,Pakistan,4,12,9,4.5,Birmingham,162,104,30.0
49321,1343,Pakistan,New Zealand,0,60,8,5.62,Christchurch,134,56,30.0
24897,445,England,West Indies,1,26,6,4.59,Bridgetown,103,86,24.0
73223,2350,Pakistan,Pakistan,0,32,10,6.19,St Lucia,191,89,20.0
12843,142,West Indies,India,0,31,7,5.81,Kolkata,109,88,21.0
55699,1805,England,India,2,83,6,7.32,Kolkata,132,52,21.0
100694,2661,England,Sri Lanka,0,91,7,6.66,Delhi,171,38,21.0
64864,2271,Pakistan,Bangladesh,1,68,8,9.95,Karachi,203,79,25.0
74366,2359,Pakistan,Pakistan,2,104,6,7.9,Dubai,161,41,25.0
53420,1727,South Africa,Pakistan,0,34,7,7.29,Durban,183,92,24.0
69935,2319,Australia,Pakistan,1,85,5,6.8,Dubai,108,45,23.0
12795,141,Pakistan,New Zealand,1,142,8,8.04,Dubai,166,14,25.0
28256,506,Bangladesh,Australia,1,38,8,5.07,Dhaka,127,75,58.0
2115,21,West Indies,West Indies,1,135,1,7.23,Lauderhill,143,8,58.0
46331,1224,West Indies,England,0,0,10,0.0,St George's,222,119,62.0
23887,434,England,Sri Lanka,0,3,10,2.25,Southampton,180,112,52.0
41364,998,Pakistan,England,6,166,6,8.3,Karachi,166,0,53.0
69097,2312,India,India,1,126,4,7.0,Wellington,149,12,52.0
10085,119,South Africa,Sri Lanka,6,69,9,7.53,Centurion,180,65,53.0
68694,2307,Sri Lanka,Sri Lanka,1,71,4,5.32,London,138,40,53.0
93690,2573,South Africa,West Indies,0,86,10,10.98,Durban,195,73,53.0
90488,2541,Pakistan,Pakistan,1,180,6,9.56,Mirpur,191,7,52.0
49257,1342,Pakistan,New Zealand,1,158,5,7.9,Christchurch,158,0,49.0
16916,222,New Zealand,India,0,13,10,11.14,Auckland,132,113,47.0
2337,23,Pakistan,West Indies,4,105,7,7.24,Dubai,160,33,43.0
64131,2262,New Zealand,New Zealand,0,78,5,6.24,Johannesburg,129,45,42.0
73329,2351,Australia,England,0,6,9,4.5,Barbados,147,112,42.0
55683,1805,England,India,0,69,6,7.67,Kolkata,132,66,42.0
11465,131,West Indies,West Indies,0,41,10,13.67,Dhaka,190,102,40.0
57433,1835,New Zealand,Pakistan,1,156,5,10.4,Mount Maunganui,220,30,42.0
98640,2630,Pakistan,Pakistan,0,40,8,5.58,Harare,136,77,43.0
75782,2378,New Zealand,Sri Lanka,0,3,9,2.25,Lauderhill,81,112,40.0
82433,2442,England,South Africa,1,45,8,8.71,Birmingham,118,89,40.0
82687,2444,West Indies,Australia,1,97,6,6.54,St Lucia,150,31,38.0
1897,20,West Indies,West Indies,2,46,10,11.5,Lauderhill,245,96,42.0
79794,2419,West Indies,West Indies,6,68,8,9.49,Colombo,191,77,42.0
68547,2306,Sri Lanka,West Indies,1,69,10,7.39,London,158,64,42.0
18941,281,Sri Lanka,Sri Lanka,1,106,9,8.48,Lahore,165,45,44.0
102200,2691,Pakistan,Pakistan,0,0,10,0.0,Mirpur,129,118,45.0
78822,2406,West Indies,West Indies,0,69,6,4.5,London,113,28,39.0
53222,1692,Australia,Pakistan,1,92,6,8.36,Sydney,147,54,36.0
72497,2344,Australia,Sri Lanka,2,54,6,6.75,Barbados,168,72,36.0
73453,2352,Bangladesh,Bangladesh,4,13,10,8.67,Hamilton,78,111,36.0
10206,120,South Africa,Sri Lanka,0,52,9,6.24,Johannesburg,198,70,35.0
80802,2428,New Zealand,New Zealand,0,58,7,5.61,Pallekele,148,58,37.0
96088,2607,South Africa,Australia,1,126,7,8.13,Cape Town,178,27,36.0
48949,1340,New Zealand,Pakistan,0,122,8,10.76,Hamilton,194,52,37.0
63939,2261,Australia,Australia,0,12,9,7.2,Mumbai,166,110,38.0
64923,2271,Pakistan,Bangladesh,1,160,6,9.6,Karachi,203,20,38.0
13925,172,Sri Lanka,Sri Lanka,0,22,9,5.08,Brisbane,117,94,39.0
71298,2332,Australia,Pakistan,1,162,8,10.02,St Lucia,191,23,35.0
60208,2226,Australia,England,1,195,5,10.64,Sydney,221,10,35.0
25994,467,South Africa,West Indies,0,3,10,3.0,St George's,166,114,36.0
27803,483,Sri Lanka,Australia,4,97,8,6.85,Melbourne,139,35,36.0
22696,424,Pakistan,South Africa,1,63,8,7.71,Lahore,169,71,37.0
33751,618,India,West Indies,4,65,8,7.8,Kolkata,186,70,37.0
44274,1075,New Zealand,Pakistan,0,63,8,6.41,Lahore,163,61,37.0
68422,2305,Pakistan,South Africa,2,60,8,6.92,Nottingham,149,68,40.0
56248,1809,India,England,1,247,2,12.45,Mumbai,247,1,41.0
12253,137,Pakistan,Australia,1,65,9,7.09,Dubai,147,65,48.0
9035,94,England,Sri Lanka,0,161,5,9.56,Colombo,187,19,42.0
66973,2293,New Zealand,New Zealand,1,126,8,9.33,Nottingham,198,39,42.0
65184,2274,Australia,Australia,1,18,8,4.32,Johannesburg,166,95,42.0
58823,2198,Pakistan,Bangladesh,1,144,5,9.49,Lahore,201,29,42.0
74305,2359,Pakistan,Pakistan,1,12,10,3.79,Dubai,161,101,43.0
75784,2378,New Zealand,Sri Lanka,0,4,9,2.4,Lauderhill,81,110,42.0
16772,220,New Zealand,England,0,120,7,13.09,Auckland,146,65,45.0
25594,463,India,Sri Lanka,0,131,6,7.94,Colombo,164,21,45.0
64305,2264,England,England,0,2,10,4.0,Auckland,184,117,43.0
77401,2393,Sri Lanka,Australia,1,39,9,8.67,Pallekele,198,93,45.0
89155,2516,Pakistan,Pakistan,0,11,10,4.71,Harare,179,106,46.0
28445,507,Bangladesh,Australia,2,87,3,4.79,Dhaka,104,11,45.0
40107,982,Pakistan,New Zealand,1,114,5,6.45,Christchurch,130,14,45.0
30669,567,Sri Lanka,South Africa,3,67,7,6.59,Sharjah,142,59,46.0
53162,1692,Australia,Pakistan,4,33,10,22.0,Sydney,147,111,46.0
15529,210,India,Bangladesh,0,61,8,6.54,Delhi,148,64,46.0
69540,2316,Sri Lanka,India,1,75,9,8.18,Colombo,171,65,48.0
96816,2615,England,Pakistan,1,81,7,6.66,Dubai,160,47,47.0
68029,2302,Pakistan,Pakistan,1,37,10,8.22,London,159,93,48.0
83778,2462,India,England,1,87,7,8.56,Mumbai,177,59,49.0
68524,2306,Sri Lanka,West Indies,0,41,10,7.45,London,158,87,47.0
86278,2485,West Indies,West Indies,1,48,8,7.2,Mirpur,197,80,48.0
72832,2347,India,Sri Lanka,1,17,10,6.38,St Lucia,163,104,48.0
59930,2224,West Indies,West Indies,2,75,6,5.7,Auckland,126,41,46.0
57218,1834,New Zealand,Pakistan,1,2,10,4.0,Auckland,204,117,41.0
57913,1916,India,South Africa,0,110,7,11.38,Centurion,219,62,43.0
33094,613,Bangladesh,Pakistan,0,15,9,4.09,Dhaka,124,98,39.0
67986,2301,England,West Indies,1,137,5,7.75,London,161,14,41.0
9510,112,Australia,Pakistan,6,164,6,9.46,Harare,183,16,48.0
34873,712,Pakistan,West Indies,1,33,9,7.62,Karachi,200,94,48.0
69688,2317,England,England,1,113,7,9.16,Johannesburg,202,46,50.0
23443,430,India,England,0,71,7,7.61,Ahmedabad,185,64,48.0
17331,225,India,India,0,63,9,7.56,Mount Maunganui,163,70,48.0
98395,2628,West Indies,West Indies,1,68,8,9.27,Colombo,162,76,30.0
17649,229,India,West Indies,6,159,5,8.22,Lauderhill,167,4,30.0
70629,2325,West Indies,West Indies,0,34,8,6.58,Sydney,138,89,31.0
53524,1728,Pakistan,South Africa,1,8,10,4.36,Centurion,206,109,32.0
66384,2286,England,Pakistan,1,161,5,9.03,London,185,13,29.0
70209,2321,Pakistan,Pakistan,1,142,5,8.35,Colombo,172,18,30.0
21348,409,Australia,New Zealand,1,201,6,10.49,Wellington,208,5,31.0
5087,57,Pakistan,New Zealand,0,85,10,10.0,Auckland,201,69,30.0
29885,560,India,Pakistan,0,23,8,4.93,Dubai,151,92,31.0
30725,567,Sri Lanka,South Africa,2,137,2,7.09,Sharjah,142,4,35.0
46462,1225,England,West Indies,4,12,10,12.0,Tarouba,267,114,40.0
26271,469,West Indies,South Africa,0,42,8,9.0,St George's,167,92,40.0
25673,464,India,Sri Lanka,1,55,9,6.0,Colombo,132,65,40.0
23537,431,India,England,1,43,10,8.9,Ahmedabad,224,91,41.0
59801,2223,Australia,South Africa,4,114,8,9.37,Brisbane,209,47,47.0
94708,2581,England,England,0,81,4,6.39,Cape Town,134,44,46.0
64973,2272,Australia,Australia,0,31,10,7.15,Manchester,145,94,44.0
27854,484,Australia,Sri Lanka,0,7,10,2.8,Melbourne,154,105,46.0
65082,2273,South Africa,Bangladesh,0,3,10,1.64,Johannesburg,118,109,46.0
35053,713,Pakistan,West Indies,1,104,7,7.9,Karachi,172,41,46.0
16422,217,New Zealand,England,0,118,6,8.96,Wellington,176,41,45.0
91749,2553,India,India,1,152,5,7.93,Mirpur,159,5,45.0
72997,2348,West Indies,Australia,0,56,6,6.46,St Lucia,105,68,42.0
26112,467,South Africa,West Indies,0,166,3,8.37,St George's,166,1,41.0
77908,2399,South Africa,South Africa,1,43,7,6.29,Wellington,147,79,43.0
69850,2318,South Africa,England,0,222,5,11.89,Centurion,241,8,47.0
20433,401,West Indies,New Zealand,1,98,5,9.48,Auckland,180,58,47.0
45762,1219,Australia,South Africa,4,92,6,10.42,Durban,226,67,50.0
60099,2226,Australia,England,4,5,10,10.0,Sydney,221,117,54.0
